category,NODE_ID,location,lng,lat,img
bus,100900019,마트앞,126.958756466,37.606698706399996,bus360
bus,100900022,국민은행.세검정지점,126.9608727063,37.604954174899994,bus361
bus,100900027,혜화역4번출구,127.00155388719999,37.5835080381,bus362
bus,100900028,방송통신대앞,127.0019926794,37.5786973612,bus363
bus,100900030,서울대치과대학,126.99780096200001,37.5774082997,bus364
bus,100900033,효제초교.연동교회.김마리아활동터,127.00220878110001,37.5736413355,bus365
bus,100900204,성균관대학교,126.99000359530001,37.5884638684,bus366
bus,100900214,독립문역,126.9594077577,37.5732838531,bus367
bus,100900038,서울대치과대학,126.9978632209,37.5775727323,bus368
bus,100900043,이화사거리,127.0020084833,37.576948343699996,bus369
bus,100900042,서울대학교병원현관.암병원현관,126.99816316370001,37.5790872846,bus370
bus,100900211,종각.공평유적전시관,126.9832427053,37.5715937879,bus371
bus,100900213,조계사,126.9831364101,37.5736021088,bus372
bus,100000399,동대문역JW메리어트동대문호텔,127.00928209979999,37.5706369793,bus373
bus,100000407,대학로,127.00212041639999,37.58189612,bus374
bus,100000408,창경궁,126.9964163097,37.5791596347,bus375
bus,100000409,창덕궁,126.9901776043,37.577530170799996,bus376
bus,100000410,인사동.북촌,126.98379778729999,37.5758950223,bus377
bus,100000411,경복궁.국립민속박물관,126.9795487018,37.579339181,bus378
bus,100000412,세종문화회관,126.97700336940001,37.5732209604,bus379
bus,100000401,통인시장,126.97133157270001,37.5791187605,bus380
bus,100000402,세종문화회관,126.9770345023,37.5732119565,bus381
bus,101000313,종각역,126.98289441709998,37.5693799579,bus382
bus,100000403,인사동.탑골공원,126.98880064129999,37.5701155367,bus383
bus,100000404,종묘.세운상가,126.9934997231,37.5703736241,bus384
bus,100000405,광장시장,126.9996734151,37.5706237295,bus385
bus,100000406,동묘.숭인동도깨비시장,127.0180439092,37.5734766013,bus386
bus,105000553,서울풍물시장,127.0231780999,37.5733400255,bus387
bus,100000400,청와대,126.9737600308,37.582684814000004,bus388
bus,101000001,남대문세무서.서울백병원,126.9875299251,37.5649848069,bus389
bus,101000002,서울백병원.국가인권위.안중근활동터,126.9878515151,37.5643504711,bus390
bus,101000003,서울역버스환승센터,126.9722570849,37.5551460158,bus391
bus,101000004,서울역버스환승센터,126.9726941135,37.555405093699996,bus392
bus,101000005,서울역버스환승센터,126.9727617448,37.5553876977,bus393
bus,101000006,서울역버스환승센터,126.9728547738,37.5554794133,bus394
bus,101000007,서울역버스환승센터.강우규의거터,126.9729402621,37.5554141603,bus395
bus,101000008,숭례문,126.97377839040001,37.5586388574,bus396
bus,101000329,숭례문(가상),126.97435564959999,37.5597967723,bus397
bus,101000303,서울시청,126.9806320857,37.5661382638,bus398
bus,101000009,만리동고개,126.9626582054,37.551787064,bus399
bus,101000010,손기정체육공원입구,126.96623390129999,37.5544459527,bus400
bus,101000011,서울의료보건고등학교.서울역서부,126.9689026242,37.5558478973,bus401
bus,101000012,서울역서부,126.96915144629999,37.556237644,bus402
bus,101000013,서울역서부,126.96921200000001,37.557133,bus403
bus,101000014,중림동교차로,126.96913543950001,37.5583836266,bus404
bus,101000015,종근당.충정로역,126.96454079629999,37.5596488763,bus405
bus,101000016,한국경제신문사.서소문역사공원,126.96786801489999,37.560211149699995,bus406
bus,101000017,한국경제신문사.서소문역사공원,126.9681135141,37.5606234736,bus407
bus,101000018,경찰청.동북아역사재단,126.96912672280001,37.5630494858,bus408
