category,location,lat,lng,img
emergency_bell,스쿨존-길동-011,37.539159999999995,127.13836,
emergency_bell,방범-길동-048,37.54016,127.13847,
emergency_bell,방범-길동-023,37.53768,127.13618999999998,
emergency_bell,공원관리-길동-003,37.53833,127.13751,
emergency_bell,방범-길동-069,37.53757,127.1375,
emergency_bell,방범-길동-070,37.54355,127.14706000000001,
emergency_bell,방범-길동-071,37.537079999999996,127.14056000000001,
emergency_bell,방범-길동-072,37.53635,127.14021000000001,
emergency_bell,방범-길동-073,37.53998,127.14801000000001,
emergency_bell,방범-길동-074,37.538579999999996,127.1475,
emergency_bell,방범-길동-075,37.53653,127.1381,
emergency_bell,방범-길동-076,37.5427,127.14466999999999,
emergency_bell,방범-길동-077,37.535070000000005,127.1431,
emergency_bell,방범-길동-078,37.53549,127.13611999999999,
emergency_bell,방범-길동-079,37.53474,127.14241000000001,
emergency_bell,방범-길동-080,37.53532,127.14053,
emergency_bell,방범-길동-018,37.53779,127.14215,
emergency_bell,방범-길동-030,37.53674,127.14086,
emergency_bell,방범-길동-052,37.5369,127.14191000000001,
emergency_bell,방범-길동-038,37.53665,127.14303000000001,
emergency_bell,스쿨존-길동-012,37.53634,127.14483,
emergency_bell,방범-길동-056,37.53533,127.14453,
emergency_bell,방범-성내2동-009,37.5338,127.12966000000002,
emergency_bell,방범-성내2동-020,37.53313,127.12733,
emergency_bell,방범-성내2동-010,37.53244,127.12811,
emergency_bell,방범-성내2동-011,37.53329,127.12915,
emergency_bell,방범-성내2동-012,37.533570000000005,127.12653999999999,
emergency_bell,방범-성내2동-028,37.53371,127.1257,
emergency_bell,방범-성내2동-051,37.532790000000006,127.12517,
emergency_bell,방범-성내2동-019,37.53246,127.12567,
emergency_bell,스쿨존-성내1동-008,37.53219,127.12413000000001,
emergency_bell,스쿨존-성내1동-005,37.531290000000006,127.12326000000002,
emergency_bell,스쿨존-성내1동-006,37.53202,127.12206,
emergency_bell,방범-성내1동-012,37.53076,127.1211,
emergency_bell,스쿨존-성내3동-004,37.53327,127.13632,
emergency_bell,방범-성내3동-001,37.5329,127.1342,
emergency_bell,방범-성내2동-013,37.53412,127.13306000000001,
emergency_bell,방범-성내3동-036,37.53303,127.13336000000001,
emergency_bell,방범-성내3동-002,37.53253,127.13466000000001,
emergency_bell,방범-성내3동-003,37.53196,127.13701999999999,
emergency_bell,방범-성내3동-004,37.53118,127.13678999999999,
emergency_bell,방범-성내3동-033,37.530640000000005,127.13583999999999,
