Title,Singer,Song_ID,Release_Date,Like_Count,lyrics,Album,Genre
Neverland,딜라잇 (Delight),36331266,2023.03.31,5,"오늘 하루쯤은 잊어
떠나보는 거야 멀리
너와 함께면 두렵지 않아 Baby
눈빛만 봐도 넌 알잖아
Do You Know?
Ah 눈이 마주칠 때
Ah 네게로 와줘
말하지 않아도 알아
오직 너와 함께라면 Ah
내 시선은 너를 쫓고 있잖아
마찬가지잖아
우리 서로 그 마음 비쳐 보이잖아
네게 보여줄래?
Let’s Go Neverland
눈빛 속에 빠져 헤어 나오지 못해
꽃들은 흩날리고 물빛 반짝여
너로 가득해
Just Little
A Little More
Just Little
Just Little
A Little More
내게 보여줘
Let’s Go Neverland
Ah 서로 마주칠 때
Ah 네게로 갈게
말하지 않아도 난 알아
내 머릿속에는 너로만 가득해
우리 서로 그 마음 비쳐 보이잖아
네게 보여줄래?
Let’s Go Neverland
눈빛 속에 빠져 헤어 나오지 못해
꽃들은 흩날리고 물빛 반짝여
너로 가득해
Just Little
A Little More
Just Little
Just Little
A Little More
내게 보여줘
Let’s Go Neverland
매분 매초 너 로만 가득해
그 눈빛 속에서 이 순간 안에서
한여름 밤에 꿈이 아니길 바라
Neverland
눈빛 속에 빠져 헤어 나오지 못해
꽃들은 흩날리고 물빛 반짝여
너로 가득해
Just Little
A Little More
Just Little
Just Little
A Little More
내게 보여줘
Let’s Go Neverland",Neverland,댄스
"다시, 그 봄",스트라비,36329359,2023.03.31,0,"안녕 My love
다시 찾아온 그 숨결
또 하루
너의 향기를 그리며
하루하루
솜사탕처럼 달콤하게
또다시
행복을 주던 그대
속삭이듯이 내 귓가에 맴돌아
달콤한 입술 내게 입맟춤 해줘
봄기운 가득 수줍은 저 꽃잎처럼
하얀 미소로 나를 꼭 안아줄래
너를 닮은 계절 봄이 왔어요
흩날리는 벚꽃 아래서
하얀 꽃길 따라 너와 함께 마주하면서
오늘을 기다려 왔어요
설레는 이 맘 감출 수 없어
사랑한단 말 해 볼까요
봄이 지나고 우릴 힘들게 할
계절이 와도
함께해줘요
점점 다가와
따스한 네 숨결처럼
총총 달려가
흩날리는 향기처럼
콩콩 뛰나봐
두근두근 설레는 맘
너도 내게 말해줘
나를 사랑한다고
안녕 my sweet
지금 마주 잡은 두 손
꼭 잡고 다신 놓지 않을래
창문 너머로 눈부시게 빛나는 태양
파란 미소로 물들고 있는 우리 사랑
같은 곳 보며
함께 길을 걷고 있는 너
상냥한 미소 나를 꼭 잡아 줄래
우릴 닮은 계절 봄이 왔어요
향긋한 벚꽃 내음처럼
하얀 꽃길 따라 너와 함께 마주하면서
우리를 기다려 왔어요
떨리는 이 맘 감출 수 없어
사랑한단 말 해 볼까요
시린 겨울 지나 봄바람에 설레듯이
사랑해줘요
점점 다가와
따스한 네 숨결처럼
총총 달려가
흩날리는 향기처럼
콩콩 뛰나봐
두근두근 설레는 맘
이제 내게 말해줘
나를 사랑한다고
안녕 안녕
슬펐던 기억은 안녕
봄빛에 모두 날려버려요
my love","다시, 그 봄",댄스
My Pretty (예쁘네 오늘),라이오네시스G,36319854,2023.03.31,2,"있잖아, 할 말 있어.
뭔지 알지만 또 듣고 싶어.
이상하게 들릴 지 몰라.
이상한 건 이 규칙이야.
나 사실 남자 좋아해.
그건 누가 봐도 알고 있어.
나 사실 너 좋아해.
I know.
예쁘네, 오늘.
난 원래 매일 예쁜데?
날도 좋은데 우리,
또 어딜 나가자고
커피 들고 걸을까?
사람들 많은데?
손 잡고 걸을까?
안 잡고 뭐해.
벚꽃은 핑계고, 내게 기대고
손 놓지 말고 이 기세로
몰아서 고백 할거야.
네 귀에다가 ""Te Quiero""
""Sleepless in Seatle"",
운명을 믿어 이 기회로.
난 삐에로, 웃을게 날 좋아하면 돼 이대로.
내 등은 세상의 돌을 막아줄 네 방패,
불을 밝혀 놓았지 내 촛불로 네 방에
Im'ma try harder, So you can
tell your mama ""He's my man.""
넌 나의 매일,
내 순간이며 계절이야. 사랑해.
나도 사실 할 말있어.
떨리니까 잠깐... (후..) 이제 말 해.
이상하게 들릴 지 몰라.
이상한 건 이 규칙이야.
나 사실...
쉿, 야... 말 하지 말아봐... 나도 아는데...
나도 사실 너 좋아해.
응?
내 심장은 널 보면 벅차게
뛰어서 하나로는 모자라.
너만 보면 빛이 내리쬐는 듯 해,
내 두 눈마저 고장나.
꽃다발을 안고 있는 너를 보면
누가 꽃인지 몰라, 난.
네 이름, 네 말투, 네 웃음,
걸음걸이, 네 존재에 난 감사해.
갖고 싶은 거 다 말해.
뭔지 알면서 또 묻고 그래.
별도 따다 줄 수 있어.
이미 네 눈에 있는데?
내일 아침 눈을 뜨면
제일 먼저 네 얼굴을 볼 거야.
네 옆임을 감사할거야.
Thanks god.
언제부터 였는데?
태초부터의 설계야.
아니, 날 좋아한 거 말야.
그러니까 그거 말야.
Some said, We'll burn in hell.
따뜻하고 좋겠네.
진짜 상관없어?
사랑해.
있잖아, 할 말 있어.
뭔지 알지만 또 듣고 싶어.
이상하게 들릴 지 몰라.
이상한 건 이 규칙이야.
나 사실 남자 좋아해.
그건 누가 봐도 알고 있어.
나 사실 너 좋아해.
I know.
예쁘네, 오늘.
잘생겼네, 오늘.
(잠깐 쉬었다 갈래?)",My Pretty (예쁘네 오늘),댄스
도깨비집 (TRICKY HOUSE),xikers(싸이커스),36325678,2023.03.30,1467,"Ay! Make it louder
지금부터 보여줄게
놀라운 TRICKY HOUSE
눈을 뜨고 주위를 둘러봐
무엇이 진짜인지 골라봐
느낌이 와 너도 느끼니
그렇게 빨려 들어가는 Game
(Ay oh ay)
눈 깜빡할 사이에
뺏길지도 몰라 (왜 이래)
(Ay oh ay)
이게 우리 놀이 Yeah
Welcome to my playground
Gonna play until the sun rises up
보여 금이금이 Shimmy shimmy
다 같이 Dance
여기 없어 빼는 건 열기가 달아올라
불러라 Lala 멜로디
없어도 Ok 코미디
불이 붙어 뜨거운 TRICKY HOUSE
We like it like (Hoo)
We like it like (Hoo)
(Like it, like it, like it, like it, like it like)
You’ll like it like (Hoo)
We’re playing like this
We’re playing like this
We like it like (Hoo)
We’re playing like this
Say what
We’re playing like this
You’ll like it like
Bounce bounce
Move like this
날 따라
Play like this
Oh, I like that
여기 모여
Gotta make it boom
Make it boom
Make it boom
(어이야 네 마음껏)
뚝딱 나와라 와라
주문을 외워봐라
여긴 없다 가도 있고
있다 가도 없더라
You you you you
전부 Welcome
Show time!
뒤집어질 준비 다 장전 Pow
Yeah
자 춤을 춰라
Yeah
다 같이 놀아
Yeah
잠들지 마라
Wake them up
Wake them up boys yeah
앗 뜨거
온종일 눈부셔
이 집은 Hot place
출구는 없다고 No U-turn
Face off 시작해
네 편 내 편 가리지 말고
Break all the rules
Gotta move
We like it like (Hoo)
We like it like (Hoo)
(Like it, like it, like it, like it, like it like)
You’ll like it like (Hoo)
We’re playing like this
We’re playing like this
We like it like (Hoo)
We’re playing like this
Say what
We’re playing like this
You’ll like it like
이상하고 아름다운 도깨비 나라
방망이 두드리면 무엇이 될지
Tell me what you want
Tell me what you want
Come on
Tell me what you need
Tell me what you need
문을 열면 시작돼 (Hoo)
Yo
Show is almost over
It’s our time now
Hurry up
Don’t forget",HOUSE OF TRICKY : Doorbell Ringing,댄스
Beautiful ClubMix,양준일,36327176,2023.03.30,591,"왠지 바쁘면
왠지 잘되면
내 마음은 더 아파
내 마음을 봐
내 과거가 다
보이는지도 알아
너를 바라봐
너를 알아봐
같이 나누고 봐봐
왠지 비틀면
왠지 서툴면
내가 안 보이나봐
You don't have to be
to be beautiful
You don't have to be
recognizable
You don't have to be
You don't have to be
You don't have to be
hold me in your world
You don't have to be
You don't have to be
hold me in your world
wanna be with you
왠지 아빠가
왠지 엄마가
생각이 나면 아파
사랑 한대도
존경 한대도
나는 보이지 않는가봐
위가 안좋아
힘드실텐데
찾아 가지도 않아
진실이 아무
가치가 없는
현실이 너무 아파
You don't have to be
to be beautiful
You don't have to be
recognizable
You don't have to be
You don't have to be
You don't have to be
hold me in your arms
You don't have to be
You don't have to be
You don't have to be
hold me in your world
wanna be with you
가다가 오다가 누군가 하다가 널봤어
여기서 일해도 편의점 이라도 괜찮아
인생에 찾는걸 여기서
찾으려 헤매도 괜찮아
진심이 진리가 아니라고 해도 괜찮아
진심이 없으면 진리라 말해도 안들려~
(끝이라) 생각 하지마
(버틴다고) 말 하지마
보지 말자 해
안 보기로 해
네가 원하면
나도 원할게
멀리 보지마
안 보이잖아
충분 하잖아
오늘 문제도
끝은 없는법
끝은 없는법
끝은
끝은 없으니 다행이잖아
(It's okay)
Hold me in your arms
You're so beautiful~",Beautiful ClubMix,댄스
"Got You (Sung By Kep1er (케플러) 김채현, 김다연, 서영은)",신비아파트,36321854,2023.03.30,2560,"짙은 어둠 속을 힘을 다해 달려 (길을 비켜 now)
다시 밀려오는 너와 나의 시련 앞에
나의 검은 마법이 너의 거친 칼날이 모든 것을 갈라 놓을게
기억하라 내가 널 찾을 수 있게 암흑 세상 그 어떤 곳이든
낯선 공기 그 위험한 눈빛과 통곡의 소리
절망 속에 빠져들 때
I got you I got you I got you from the enemy
난 잠에서 다시 깨어나 불꽃을 피울게
짙은 어둠 속을 힘을 다해 달려 (길을 비켜 now)
다시 밀려오는 너와 나의 시련 앞에
나의 검은 마법이 너의 거친 칼날이 모든 것을 갈라 놓을게
모래 먼지 속에 너를 향해 달려 (문을 열어 now)
거친 야수들의 우리 속에 뛰어들게
악의 알 수 없는 smile 너는 나를 비춰줘
그 누구도 막을 수 없어
날카로운 위험들 앞에
숨이 차게 내가 널 지키고 있어 너의 그늘 그 어떤 곳이든
탁한 거울 그 가려진 미래와 천둥의 소리
절망 속에 빠져들 때
I got you I got you I got you from the enemy
난 잠에서 다시 깨어나 불꽃을 피울게
짙은 어둠 속을 힘을 다해 달려 (길을 비켜 now)
다시 밀려오는 너와 나의 시련 앞에
너의 검은 마법이 나의 거친 칼날이 모든 것을 갈라 놓을게
모래 먼지 속에 너를 향해 달려 (문을 열어 now)
거친 야수들의 우리 속에 뛰어들게
악의 알 수 없는 smile 너는 나를 비춰줘 그 누구도 막을 수 없어
날카로운 위험들 앞에
이미 난 서있지만 싸워야만 해!
그래 난 너와 함께 부숴야만 해!
그래 난 너와 함께 달려야만 해!
그래 난 너를 항상 지켜야만 돼!
무너져버린 용기와 수많은 상처들 앞에
넌 쓰러져도 다시 일어나 하늘로 올라
짙은 어둠 속을 힘을 다해 달려 (길을 비켜 now)
다시 밀려오는 너와 나의 시련 앞에
나의 검은 마법이 너의 거친 칼날이 모든 것을 갈라 놓을게
모래 먼지 속에 너를 향해 달려 (문을 열어 now)
거친 야수들의 우리 속에 뛰어들게
악의 알 수 없는 smile 너는 나를 비춰줘
그 누구도 막을 수 없어
날카로운 위험들 앞에
이미 난 서있지만 싸워야만 해!
그래 난 너와 함께 부숴야만 해!
그래 난 너와 함께 달려야만 해!
그래 난 너를 항상 지켜야만 돼!",신비아파트 시즌5 OST - 고스트볼 제로,"댄스, 애니메이션/웹툰, 키즈, 만화"
AITBAAR,Shivi JammuWala,110549977,2023.03.30,0,,AITBAAR,댄스
Clover,시호 (SIHO),36325861,2023.03.30,39,"나는 말이야 낯선 건 싫어
내 통제 밖이니까
나는 말이야 익숙함에 살며
최대한 안전하게 살래
불현듯 피어나는 나의 무모한 용기
괜찮아 이 맘은 며칠이면 사라져
그런데 생각해 보니
나 이런 지도 꽤 됐네
하나 둘 셋 몸을 일으켜
낯선 건 익숙해질 테니까
Like I'm a clover
새로운 길 위에
아무것도 없는 건 당연하지
멋대로 큰 꿈을 그리며 때로는
그 꿈을 부수며
벅차게 피워낸 길 위
또 다른 희망을 그려
감당 못할 크기의 절망
세상은 날 과대평가해
그런 줄로 알았는데 정말 견뎌낸 거야
지키지 못할 약속은 절대 하지 않아
난 나에게 영원한 단짝이 되길 맹세해
어디까지 이루게 될지
또 얼마큼 행복할지
혹 예상 밖 슬픔마저도 기쁘게 즐겨
이겨낼 테니까
Like I'm a clover
새로운 길 위에
아무 것도 없는 건 당연하지
멋대로 큰 꿈을 그리며 때로는
그 꿈을 부수며
벅차게 피워낸 길 위 또다른 희망을 그려
들이쉬는 호흡에 되살아남을 느껴
들이뱉는 호흡 위 지친 나를 달래주고
또 걸음마다 스며든
나의 행운들이 모여서
기어코 후회 없이 남김없이
Like I'm a clover
새로운 길 위에
아무 것도 없는 건 당연하지
멋대로 큰 꿈을 그리며 때로는
그 꿈을 부수며
벅차게 피워낸 길 위 또다른 희망을 그려",Clover,"댄스, 인디음악"
스트레스 팍팍,초코파이브,36325666,2023.03.30,11,"어깨를 흔들어봐 스트레스 팍팍
라라라 라라라라 예예예예
어깨를 흔들어봐 스트레스 팍팍
라라라 라라라라 워우어
go go go go go go go
go go go go go 초코파이브
go go go go go go go
go go go go go Let's Do lt
도리도리 도리도리 도리도리 점프 점프
도리도리 도리도리 도리도리 점프점프
도리도리 도리도리 도리도리 점프점프
도리도리 도리도리 스탑
we shoulder everybody
shake it shake it body
cck 초코파이브 걸 music
we shoulder everybody
shake it shake it body
cck
반복된 일상속에 엄마아빠 잔소리들
학원가라 oh no 공부해라 oh no
사춘기가 지나가니 간섭하지 말아줘요
인격존중 oh yes 편한친구 oh yes
오른쪽 왼쪽 흔들흔들 스트레스 팍팍
왼쪽 오른쪽 흔들흔들 스트레스 팍팍
오른쪽 왼쪽 흔들흔들 스트레스 팍팍
왼쪽 오른쪽 흔들흔들 스트레스 팍팍
어깨를 흔들어봐 스트레스 팍팍
라라라 라라라라 예예예예
어깨를 흔들어봐 스트레스 팍팍
라라라 라라라라 워우어
go go go go go go
go go go go go 초코파이브
go go go go go go
go go go go go Let's Do lt
도리도리 도리도리 도리도리 점프 점프
도리도리 도리도리 도리도리 점프점프
도리도리 도리도리 도리도리 점프점프
도리도리 도리도리 스탑
학교 공부 힘들었고 학원 공부 힘들었어
친구 비교 oh no 분노조절 oh no
양쪽 어깨 힘을 빼고
우리 모두 어깨 흔들
근심날려 oh yes 걱정날려 oh yes
오른쪽 왼쪽 흔들흔들 스트레스 팍팍
왼쪽 오른쪽 흔들흔들 스트레스 팍팍
오른쪽 왼쪽 흔들흔들 스트레스 팍팍
왼쪽 오른쪽 흔들흔들 스트레스 팍팍
요요 위드 초코파이브 양손을 어깨앞에
으쓱으쓱 에브리바디 컴온
으쓱으쓱으쓱으쓱 오예 오예
으쓱으쓱으쓱으쓱 오예 오예
도리도리 도리도리 도리도리 점프 점프
도리도리 도리도리 도리도리 점프점프
도리도리 도리도리 도리도리 점프점프
도리도리 도리도리도리도리 점프 점프
어깨를 흔들어봐 스트레스 팍팍
라라라 라라라라 예예예예
어깨를 흔들어봐 스트레스 팍팍
라라라 라라라라 워우어
어깨를 흔들어봐 스트레스 팍팍
라라라 라라라라 예예예예
어깨를 흔들어봐 스트레스 팍팍
라라라 라라라라 워우어",스트레스 팍팍 / 시러시러,댄스
Too late (Feat. ROSESIA),pluton,36322783,2023.03.30,4,"Oh u still lovin on me
Sneaking insta on me
that’s funny said u never miss
you're still fallin in me
tellin why you're misfit,
no need to answer that
cuz i became a bad
A that u can never have
diamond oh luxury thing
maybe you've heard my lyrics, got guilty
wasn't a single word for ya
So don't need your love anymore
i don't give a damn
you still say that
you're sorry bout all of it
i don't remember anymore
Too late, boy
game is already over
and u are the loser, boy
too shame
You loved the game, tryna win me
i spend all night try to win ya
But what’s the point,
now you’re beggin on my knee
call me psychopath,
i like this feeling a bit
So don't need your love anymore
i don't give a damn
you still say that you're sorry bout
all of it
i don't remember anymore
Too late, boy
game is already over
and u are the loser, boy
too shame
Tryna be low, but you act like a ken
u try to tatt my name,
yeah i love to see u low
Ice on my neck, i'm on your head
Chat, i don't give a real damn
too busy for your excuse talk
you've got me wrong for your night talk
i'll find another boy who loves me back
so don't want your love anymore,
no longer don't give a damn
you still call me everynight
baby you were too late again
you still say that you're sorry bout
all of it, ive been done
with all of your lies
so dont mess me up,
game over, loser bye
So don't need your love anymore
i don't give a damn
you still say that youre sorry bout
all of it
i don't remember anymore
Too late, boy
game is already over
and u are the loser, boy
too shame",Too late,댄스
GGBB,마마무+,36325125,2023.03.29,8213,"I don’t know what you want
애매모호하네
Gimme that Gimme that
어쩌다 너에게 빠져 매일 무너지려 해
Aren't you feeling sorry?
그래 네가 나쁜 놈인 거
잘 알고 있어 나도
갑자기 분위기 싸할 때도
날 빵 터트려 놓는 바보
귀여운 능구렁이 날 또 쥐고 흔들지
I got a bad boy
Stop playing with me
Love is what I make it now
You watch what happens to me?
Why (does) such a good girl
good good girl
Like that bad boy bad bad boy
나 어떡해 네가 끌리는 건 어쩔 수 없어
GGBB babe
다가와 줘 thank you
But 상처는 no thank you
맵고 달고 짜니까
샤랄랄라 랄랄라 착하기만 한 건 싫어
GGBB babe
달콤한 걸 원해도 재미없는 건 싫어
콜라로 따지자면 한 끗 부족한 zero
남들과 달라 완벽해
가슴이 뻥 뚫릴 듯
톡 톡 쏘는 너니까
도 레 미 파 솔 라 문 별
좋은 남자는 천국으로 가도
나쁜 남자는 천국으로 보내줘
Hey stupid boy
Love is not a game
Why (does) such a good girl
good good girl
Like that bad boy bad bad boy
나 어떡해 네가 끌리는 건 어쩔 수 없어
GGBB babe
다가와 줘 thank you
But 상처는 no thank you
맵고 달고 짜니까
샤랄랄라 랄랄라 착하기만 한 건 싫어
GGBB babe
Why (does) such a good girl
good good girl
Like that bad boy bad bad boy
나 어떡해 네가 끌리는 건 어쩔 수 없어
GGBB babe
다가와 줘 thank you
But 상처는 no thank you
맵고 달고 짜니까
샤랄랄라 랄랄라 착하기만 한 건 싫어
GGBB babe","ACT 1, SCENE 1",댄스
빛을 따라서 (Shining Bright),첫사랑(CSR),36322071,2023.03.29,6002,"내 마음속 빈틈 사이 빛이 들어와
선물 같은 오늘 하루
터질듯한 에너지
세상을 물들여봐 마음으로
꿈들이 피어올라 하늘 저 높이
우리의 여정 이제 시작이야
Delight 아름다워
한계를 넘어
잠든 나의 자아를 깨워
벽을 넘어
이 빛을 따라
너에게 Run and Run
Shining Bright
태양보다 밝게 빛나
높이 날아가
손을 잡고
크게 소리쳐
망설일 필요 없어 달려
크게 소리쳐봐
내 가슴에 별을 담아서
하나 둘 떠오를 나만의 페이지에
LA PAM PAM PAM
빛나 Shining Bright
하나 둘 셋 모두 마음을 모아
변치 않아 우린 Shining Bright
힘들면 기대 잠시 눈을 감아봐
벽이란 세상이 만들어낸 신기루
하고 싶은 대로 마음이 가는 대로
빨라지는 심장소리
Pop Pop Pop and Pop
난 나를 찾을 거야
알 수 없는 전율 쏟아지면
다들 준비 끝 (Set)
그냥 앞으로 (Go)
힘을 다해 나를 와락 안아 줘
한계를 넘어
잠든 나의 자아를 깨워
벽을 넘어
이 빛을 따라
너에게 Run and Run
Shining Bright
태양보다 밝게 빛나
높이 날아가
손을 잡고
크게 소리쳐
망설일 필요 없어 달려
크게 소리쳐봐
내 가슴에 별을 담아서
하나 둘 떠오를 나만의 페이지에
LA PAM PAM PAM
빛나 Shining Bright
뜨거웠던 우리들을
절대 잊지 못할 거야
무대 위 빛나는 우리는 Star
시작된 순간
끝없이 일렁이는 마음
축제는 끝나지 않아
내 목소리가 들려?
Shining Bright
태양보다 밝게 빛나
높이 날아가
손을 잡고 (Hey)
크게 소리쳐 (Ho)
망설일 필요 없어 달려
크게 소리쳐봐
내 가슴에 별을 담아서
영원히 기억될 우리의 페이지에
LA PAM PAM PAM
빛나 Shining Bright
우리만의 느낌이 좋아
Shining Bright
더 환해 Bright
멈추지 마 언제나
하얀 너의 손을 잡고
빛을 넘어서
Shining Bright",DELIGHT,댄스
Running Out of Love (feat. AleXa),BADS,36322012,2023.03.29,45,"You said you were all mistake
So I let it all go like we good
But it was all my make-believe
I'm sure that I'm running out of love
I can see right in your eyes
in your mind is it right?
But can I ask you Baby (can I ?)
Did you really loved me right?
Alright this is what we gotta do
Can you tell me why you
ever do it do it
Deep inside my heart think
I never forgotten Baby
I’m sorry that I’m not sorry sorry
You should be sorry more than that
Think I’m running out of love
Fight in me, can be honestly
keep on stabbing my heart
You know you known that I was
Hard time running turning back up
Would you take it all back with you
I can see right in your eyes
In your mind is it right
I know it all
I, I can’t take it all
Stil run-in’ my heart yeah
I can feel right in my mind
Let it all go
Can you tell me why you
ever do it do it
Deep inside my heart think
I never forgotten Baby
I’m sorry that I’m not sorry sorry
You should be sorry more than that
Think I’m running out of love
의심하지마 더
바라지않았던 걸
멈출 수 없어 사라진 마음이 점점 더
Bye forever you can't come back
I'll be in another space
Just let it go I'll be gone
Can you tell me why you
ever do it do it
Deep inside my heart think
I never forgotten Baby
I’m sorry that I’m not sorry sorry
You should be sorry more than that
Think I’m running out of love",Running Out of Love (feat. AleXa),댄스
좋아한다 말해도 될까(레비트 솔로),레트로시티,36321804,2023.03.29,40,"난 정말 너밖에 몰라
이런 내가 바보지만
웃지마 심장이 터질까
조마조마하단 말이야
한번쯤은 네가
나를 좋아할까
상상 속에 빠지니까
좋아한다 말해도 될까
두근두근 터질 것 같지만
친구 아닌 너의 남자로
난 너만 보인단 말이야
매일매일 불안한 마음이
하루종일 네 생각에 웃음이
짝사랑일까 나의 착각인걸까
고백하면 네가 날 떠날까
이미 내 마음을 들킨걸까
조마조마하단 말이야
혹시 도망칠까
나를 멀리할까
오들오들 떨리지만
한번쯤은 네가
나를 좋아할까
상상 속에 빠지니까
좋아한다 말해도 될까
두근두근 터질 것 같지만
친구 아닌 너의 남자로
난 너만 보인단 말이야
좋아한다 말해도 될까
두근두근 터질 것 같지만
친구 아닌 너의 남자로
난 너만 보인단 말이야",좋아한다 말해도 될까(레비트 솔로),"댄스, 인디음악"
사랑 안 해,HAYOON,36322849,2023.03.29,22,"사랑한다고 너에게 말했어
널 보는 이 순간 내 맘이 두려워
우 워어 우 워어 우 워 우 워어
우 워어 우 워어 우 워 우 워어
이 밤의 끝에선 널 붙잡으려 해
사랑이 뭐길래 이렇게 힘든데
난 이제 그냥 널 보내주려해
난 이제 그냥 널 보내주려해
우리 사랑까지도 우리 얘기까지도
아무렇지 않은 우리 얘기까지도
흘러간 시간들은 이제 돌이킬 수 없어
난 너에게 말할거야
너 따위 없어도 돼 사랑 안 해
이젠 널 잊은 채 난 살아갈게
그런 눈빛으로 내 맘을 살 때
한 번 더 생각해 우린 이제 over
함께 있을 때 너의 무표정에
널 보며 웃을 때 내 맘이 시려와
우 워어 우 워어 우 워 우 워어
우 워어 우 워어 우 워 우 워어
너의 그 자리에 있는 네 빈자리
끝없는 다툼 속 난 이제 지쳐가
난 이제 그냥 널 보내주려해
난 이제 그냥 널 보내주려해
우리 사랑까지도 우리 얘기까지도
아무렇지 않은 우리 얘기까지도
흘러간 시간들은 이제 돌이킬 수 없어
난 너에게 말할거야
너 따위 없어도 돼 사랑 안 해
이젠 널 잊은 채 난 살아갈게
그런 눈빛으로 내 맘을 살 때
한 번 더 생각해 우린 이제 over
우리 눈물 속에 감춰진 사랑도
이별의 끝에 있는 우리 마음도
다시 볼 수 없는 우리의 모습도
다 잊으려해
너 따위 없어도 돼 사랑 안 해
이젠 널 잊은 채 난 살아갈게
그런 눈빛으로 내 맘을 살 때
한 번 더 생각해 우린 이제 over
너 따위 없어도 돼 사랑 안 해
이젠 널 잊은 채 난 살아갈게
그런 눈빛으로 내 맘을 살 때
한 번 더 생각해 우린 이제 over",사랑 안 해,댄스
고! 대전,1253 (일이오삼),36322145,2023.03.29,8,"문화과학 공존하는 매력적인 city
얘기를 들어볼래
타슈타고 둘러둘러 숨어있는
대전 매력을 발견하네
천천히 즐겨봐 여기는 엑스포 다리 분수
자유를 느껴봐 스카이로드에 으능정이
항상 돌아봄 여기 서 있을게 맘에 들면
더 놀다가 가도돼
다양한 문화와 낭만 산책해
드라마 같은 일이 네게 생길 거야
oh대전 대전go 엑스포 대전go
대청호 대전go 타슈타 대전go
oh대전 대전go 엑스포 대전go
대청호 대전go 타슈타 대전go
반짝반짝 별을 보며 시민천문대에
들어가 꿈을꾸네
문화예술단지에서 우리 추억들을
겹겹이 담아가네
교통의 중심지 대전은 어디든 빨리 가지
살기 좋은 대전 넌 나를 선택하게 될 거야
항상 돌아봄 여기 서 있을게
맘에 힘들면 쉬었다 가도돼
뿌리공원과 온천수 즐겨봐
따듯한 마음이 내게도 생길거야
항상 돌아봄 여기 서 있을게
맘에 들면 또 머물다 가도돼
계족산 장태산 함께 걸으면
영화 같은 일이 내게도 생길거야
oh대전 대전go 엑스포 대전go
대청호 대전go 타슈타 대전go
oh대전 대전go 엑스포 대전go
대청호 대전go 타슈타 대전go
oh대전 대전go 엑스포 대전go
대청호 대전go 타슈타 대전go
oh대전 대전go 엑스포 대전go
대청호 대전go 타슈타 대전go",다수의 멜로디3,댄스
EYES ON ME,아리,36322016,2023.03.29,67,"너무 초조한 내 맘
내 진심이 닿을까
이렇게 널 바라보는데
우리만의 깊은 대화속에서
말해줘 지금 넌
또 무슨 말을 할지
뻔한 대답은 이제는 넣어둬
어쩜 전부 내 맘 같지 않은 걸
흐르는 정적 속 빨라진 내 심장
점점 더 짙어질 우리 사이
마주친 순간 느껴져
너 잠시만 멈춰봐
너도 날 원하잖아
더는 네 마음 숨기지 말아줘
이 손 꼭 잡을게
Eyes on me 내 곁에
너를 놓지않을게
Eyes on me 내 곁에
우리 빛날 수 있게
내 세상 속에 가득 채운 단 하나
너와 나 끝까지 함께해
Eyes on me
참 이상해
우리의 시간은 왜 빠른걸까
참 궁금해
너와 나 정말 운명일까
저 끝없는 밤을 지나쳐
너를 마주할땐
내 진심 알아봐줄래
별이 우릴 위한 빛을내
빛이 가득한 우리의 Fantasy
꿈꾼 순간 난 만날 수 있었어
말하지 않아도 기억해 이 순간
점점 더 깊어질 우리 사이
마주친 순간 느껴져
너 잠시만 멈춰봐 너도 날 원하잖아
더는 네 마음 숨기지 말아줘
이 손 꼭 잡을게
Eyes on me 내 곁에
너를 놓지않을게
Eyes on me 내 곁에
우리 빛날 수 있게
내 세상 속에 가득 채운 단 하나
너와 나 끝까지 함께해
Eyes on me
눈부신 마음으로 우릴 끌어당겨
머나먼 끝에서 난
흩날려가던 감정의 별들로
나를 물들여 이제
Eyes on me 내 곁에
너를 놓지않을게
Eyes on me 내 곁에
우리 빛날 수 있게
내 세상 속에 가득 채운 단 하나
너와 나 끝까지 함께해
Eyes on me",EYES ON ME,댄스
아이 좋아 어떡해 (feat. 가니아),ToRo,36321952,2023.03.29,2,"아이 좋아 어떡해
너와 이별하고 돌아오는 이 길이
너무 기뻐서 어쩔 줄 몰라서
깔깔대며 웃다가
너무 웃어서 눈물 나
아이 좋아 어떡해
기쁨의 눈물을 뿌리며 달려가니
동네 개들도 내 곁으로 와서
함께 뛰고 짖으며
즐거운 달리기 시합
아이 좋아 어떡해
달리는 내 발걸음에
길도 덩실 춤을 추고
이별은 나를 강하게 하는
나만의 아이템이야 열어보자
공속 이속 나를
업그레이드 해줄 나의 보급품
아이 좋아 어떡해
누군가 쫓아오는데
돌아보니 지난 추억
보급품 열고
업그레이드하고 나서 추억에게
더 당당해진 내 모습
과시하며 게임 한판
아이 좋아 어떡
아이 좋아 어떡해
이제 지난 추억들이 팔을 쫙 벌려
깔깔대며 작별 인사해
뒤돌아서 양팔을
좌우로 흔들며 함성 시작
아이 좋아 어떡해
이별은 나를 강하게 하는
나만의 아이템이야 열어보자
공속 이속 나를
업그레이드 해줄 나의 보급품
아이 좋아 어떡해
하늘 보고 입 크게 벌리고
설레는 미래를 먹자
아이 좋아 어떡해
새롭게 다가올 미래의 어깨를
쓰담 쓰담
아이 좋아 어떡해",아이 좋아 어떡해,댄스
