Title,Singer,Song_ID,Release_Date,Like_Count,lyrics,Album,Genre
Sour & Sweet,뱀뱀 (BamBam),36319261,2023.03.28,2099,"It’s sour then It’s sweet
oh oh oh oh
Sometimes I could be more than
what you see
oh oh oh oh
순진한 표정, 무해한
얼굴 뒤엔 욕망 가득한 oh yeah
보이지 않는, 강렬한
달콤한 포장에
가려진 내 tasty
So, hide 내 솔직한 emotion
My type a beautiful distraction
It’s sour then It’s sweet
oh oh oh oh
Sometimes I could be more than
what you see
oh oh oh oh
이 맛은 fantasy fantasy
함부로 맛보다가 빠져 내 recipe
It’s sour then It’s sweet
oh oh oh oh
누구나 모두 갖고 있는 b-side
Nothing wrong with it
머리속에 deep side
Evil & Good 가를 수 없는 내 two side
알 수 없어
So, hide 내 솔직한 emotion
My type a beautiful distraction
It’s sour then It’s sweet
oh oh oh oh
Sometimes I could be more than
what you see
oh oh oh oh
이 맛은 fantasy fantasy
함부로 맛보다가 빠져 내 recipe
It’s sour then It’s sweet
oh oh oh oh
함부로 맛보다가 빠져 fantasy fantasy
함부로 맛보다가 빠져 내 recipe
It’s sour then It’s sweet
oh oh oh oh
함부로 맛보다가 빠져 내 recipe
이 맛은 fantasy fantasy
함부로 맛보다가 빠져 내 recipe
It’s sour then It’s sweet
oh oh oh oh",Sour & Sweet,댄스
EUNOIA,Billlie (빌리),36300711,2023.03.28,5730,"hey, can you hear me?
let’s go
또 다른 내가 숨 쉬나 봐
깨어나는 motivation
we’ll overlap 둘만 알게 되는
우리만의 conversation
반으로 접힌 두 면
분명 그 방법을 알아
찾아 yeah
지금 널 마주 봐야만 해
매일 밤
긴 후회를 이불 속 감추면
날 안아줘
my B-side
니 모습을 볼 때 난 느껴져
오묘해져
heartbeat heartbeat
flip flop flip flop (flip flop)
이랬다가 또 저랬다가
넌 세상에 단 하나 소중한 you
tiki-taka 우린 다 어울릴 거야
flip flop flip flop (flip flop)
파란 너와 나의 보라
하나가 돼 EUNOIA
놀랄 거야 awww
내게 와줄래? oh
어둠을 비추는 꿈같은 빛 속으로
끌리고 있어 oh baby
여긴 니가 내게 보여준 세상인 걸
오감을 물들여 준 너야
that day
둘의 somethang
휘어진 밤
두 눈에는
반짝이는 마음을 담고서
훔쳐봤어
heartbeat heartbeat
까짓 거 눈물 나면 울지
터지는 웃음 뭘 더 참니
(okay) 넌 나라서
(okay) 난 너라서
(다 okay) 꽉 안아줘 더 uh uh
flip flop flip flop (flip flop)
이랬다가 또 저랬다가
넌 세상에 단 하나 소중한 you
tiki-taka 우린 다 어울릴 거야
flip flop flip flop (flip flop)
파란 너와 나의 보라
하나가 돼 EUNOIA
놀랄 거야 awww
내게 와줄래? oh
차가운 세상에
단 한 뼘의 출구는 who
고된 하루 속의 밤
그 끝에서 느낄 거야 쉼
널 향해 손 뻗어 always
ah yeah
flip and flop
감정을 맘껏 터트려 like a firework
그리곤 잠깐 반짝하고 사라질
찰나의 순간을 담아
you & I till we die
리듬 맞춰 clip and a clap
diamonds in my eyes 속에
red 빛 거리를 거니는 나를 바라봐
아득히 쏟아진 기억의 조각은 EUNOIA
connect the dots
flip flop flip flop (flip flop)
이랬다가 또 저랬다가
넌 세상에 단 하나 소중한 you
(세상에 단 하나 소중한 you)
tiki-taka 우린 다 어울릴 거야
flip flop flip flop (flip flop)
파란 너와 나의 보라
하나가 돼 EUNOIA
놀랄 거야 awww
내게 와줄래? oh
flip flop flip flop
이랬다가 또 저랬다가
하나가 돼 EUNOIA
놀랄 거야 awww
내게 와줄래? oh",the Billage of perception: chapter three,댄스
Oh NaNa (ASTER Remix),카드 (KARD),36319376,2023.03.28,246,"매일 날 위해 노랠 불러줘요
Oh Na Na Na
달콤한 눈빛으로 날 녹여줘요
Oh Na Na Na
그대 뜨거운 가슴이 조금만 식어도
토라질지도 몰라
영원히 곁에 있어 날 지켜줘요
오늘처럼 Oh Na Na
Oh Na Na
오늘처럼 Oh Na Na
곁에 있어 날 지켜줘요
오늘처럼 Oh Na Na
Oh Na Na
곁에 있어 날 지켜줘요
오늘처럼 Oh Na Na
Oh Na Na Na
Oh Na Na Na
곁에 있어 날 지켜줘요
오늘처럼 Oh Na Na
불안해 All Night
옆에 있어도
사라질까 봐 난 두려워요
No Way
훌쩍 떠날까 봐 난 무서워
너 없인 못 살 것 같아
모르겠어 자꾸만 보고 싶은데
얼마나 사랑해 정말 사랑해
내 모든 걸 맡길게
날 안아줘
매일 날 위해 노랠 불러줘요
Oh Na Na Na
달콤한 눈빛으로 날 녹여줘요
Oh Na Na Na
그대 뜨거운 가슴이 조금만 식어도
토라질지도 몰라
영원히 곁에 있어 날 지켜줘요
오늘처럼 Oh Na Na
Oh Na Na
오늘처럼 Oh Na Na
곁에 있어 날 지켜줘요
오늘처럼 Oh Na Na
Oh Na Na
곁에 있어 날 지켜줘요
오늘처럼 Oh Na Na
Oh Na Na Na
Oh Na Na Na
곁에 있어 날 지켜줘요
오늘처럼 Oh Na Na
Oh Na Na Na
Oh Na Na Na
Oh Na Na",KARD Remix Project,댄스
은하수,쿠잉 (COOING),36318875,2023.03.28,2099,"오늘도 별 대신 내 맘을
헤아리다 난 지쳐 잠이 드네
혹시 나 별처럼 떠 있다 사라지면
넌 울며 날 찾아줄까
Sometimes I rewrite a story
굳게 닫혀진 Paradise 지워지네 너와 나
너로 채운 하루 끝엔 꽃이 피어나
처음 그대로 참 향기로워
We don’t have to cry
you never ever let me go
모든 게 다 눈물이 되어도
건널 수 있다면
bring back this love again
I see the light and the way 그 어디쯤
야위어 버린 밤과 별이 지네
where you are? where I go?
바람이 더 불어오면 널 내게 데려올까
단지 우린 ‘be falling in love’
그 모습에 반해
헤어날 수 없었어
여전히 꿈속의 넌 날 안아줘
매일 눈 뜨고 싶지 않아
영원히 우리 서로를 약속했던
시간을 따라가
그날 속에 남아 기다려본다면
널 볼 수 있을까
I see the light and the way 그 어디쯤
야위어 버린 밤과 별이 지네
where you are? where I go?
바람이 더 불어오면 널 내게 데려올까
내 그리운 마음이 널 부를 때 to my star
반짝이는 별을 따라와 줘
비틀대는 별빛 아슬하게
밤하늘을 거닐다 떨어지네
참을 수 없도록 그리움이 내게 찾아와
다시 헤매고 있어
We promised our love and you’re gone
I don’t know why I don’t know yet babe
Always, I always need your love
So I want you to be with me forever
오늘도 별 대신 내 맘을
헤아리다 난 지쳐 잠이 드네
혹시 나 별처럼 떠 있다 사라지면
넌 울며 날 찾아줄까",은하수,댄스
미야옹 (예술고양이),소냐,36318214,2023.03.28,34,"여기저기 맛 좋은 냠냠 냄새
배고픔을 달래 줄 한 끼 식사
이곳저곳 기웃대는 나의 친구 강아지
함께 하자 꼬리치네 멍멍... 미야옹
비싼 걸로 만든 음식 원하지 않아
난 멋과 낭만의 예술 고양이
내게 맞는 취향저격 딱 그것만을
난 원해 흥 냠냠~~ 미야옹
비싼 걸로 만든 음식 원하지 않아
난 멋과 낭만의 예술 고양이
내게 맞는 취향저격 딱 그것만을
난 원해 흥 냠냠~~ 미야옹
미야 미야 미야옹 미야 미야
미야옹 미야 미야 미야옹
미야 미야 미야옹 미야 미야
미야옹 미야 미야 미야 미야옹
그 누가 뭐라고 꼬셔대도
나만의 세상을 사는거야
비싼 걸로 꾸민것들 부럽지 않아
나만의 멋을 아는 패션 고양이
내게 맞는 취향저격 딱 그것만을
난 원해 난 예술을 원해",소냐의 뮤지컬 Page,댄스
떠나자 (Let’s Go),정이안,36317455,2023.03.27,3,"오늘 아무 말도 하지 말고
그냥 내 이야기 좀 들어줄래?
지금 눈앞에 있는 너에게
나 할 말이 있단 말야
어딘가 멀리 떠나고 싶어
태양이 끝나지 않는 그곳에
챙겨갈 것은 아무것도
지치지 않는 마음만
조금 아주 조금
늦게 올지도 모르겠어
익숙함이 다가오려 할 때
나 여행을 떠날게
떠나자 저 멀리
발길이 닿는 지평선 저 너머로
아무도 모르는 그곳으로
오늘도 떠나볼게
바다는 언제나 말이 없고
나에게 한 걸음 다가온 파도
눈치가 정말 없는 건지
너무 뜨거운 태양
멀리 아주 멀리
나 떠날지도 모르겠어
내게 필요한 건 오직 하나
지치지 않는 마음
떠나자 저 멀리
발길이 닿는 지평선 저 너머로
아무도 모르는 그곳으로
오늘도 떠나볼게
떠나자 저 멀리
발길이 닿는 지평선 저 너머로
아무도 모르는 그곳으로
오늘도 떠나볼게
떠나자 저 멀리
발길이 닿는 지평선 저 너머로
아무도 모르는 그곳으로
오늘도 떠나볼게",떠나자 (Let’s Go),댄스
내꺼내꺼 (Feat. 우천),안다을,36316017,2023.03.27,4,"내가 하면 자기관리
니가 하면 성형중독
내가 하면 인맥관리
니가 하면 양다리
나에 의한 나로 인한
나만을 위한 내 세상
니 생각은 니 세상에서
여긴 내꺼 내꺼 내꺼야
니 금이빨도 내꺼야
내가 해도 자기관리
내가 해도 인맥관리
내가 해도 로맨스
내가 해도 장난
너에 의한 너로 인한
너만을 위한 니 세상
헛소리는 꿈속에서만
전부 니꺼 니꺼 아니야
전부 니꺼 니꺼 아니야
내 금이빨은 내꺼야
내가 하면 로맨스
니가 하면 불륜
내가 하면 장난
니가 하면 시비
나에 의한 나로 인한
나만을 위한 내 세상
니 생각은 니 세상에서
여긴 내꺼 내꺼 내꺼야
신나 신나 나만 빛나빛나
더 이상은 휘둘리지 않겠어
이래라저래라 하지 마라
전부 니꺼니꺼 아니야",내꺼내꺼,댄스
Good Night,메론소다 (Melon Soda),36315142,2023.03.27,0,"눈치가 없어서 그런 거 아니야
순진해 빠져서 모르는 것도 아냐
날 두고 애타는 네 모습이 좋아
넘을 듯 말 듯 한 스릴이 좋아
애써 너는 아닌척하지만
넌 이미 falling me
어색하게 숨겨도 보지만
더 이상 감출 수 없어
Good night baby 오늘을 기대해
All night love it 멈출 수 없어
This night only 다시 오지 않을
너와 나 설레는 이 밤
make it good night
기다린 만큼 원했던 만큼
특별한 나로 만들어줘 tonight
오늘 밤 일은 둘만의 비밀
간직해 짜릿한 이 밤 good night
먼가 부족해 지금 우리 사이
항상 똑같은 얘기
이대론 안돼
No no no no
새로운 문을 열길 원해
변화가 필요한 밤 오늘 너를 초대해
애써 너는 아닌척하지만
넌 이미 falling me
어색하게 숨겨도 보지만
더 이상 감출 수 없어
Good night baby 오늘을 기대해
All night love it 멈출 수 없어
This night only 다시 오지 않을
너와 나 설레는 이 밤
make it good night
기다린 만큼 원했던 만큼
특별한 나로 만들어줘 tonight
오늘 밤 일은 둘만의 비밀
간직해 짜릿한 이 밤 good night
헝클어져 버린 밤
어둠 속에 피어난 불빛
심장은 뛰는 데로 끌리는 데로
서로를 마주해 make it good night
Good night baby 오늘을 기대해
All night love it 멈출 수 없어
This night only 다시 오지 않을
너와 나 설레는 이 밤
make it good night
기다린 만큼 원했던 만큼
특별한 나로 만들어줘 tonight
오늘 밤 일은 둘만의 비밀
간직해 짜릿한 이 밤 good night",Melon Soda 4th.,댄스
바보처럼,윤라영,36314820,2023.03.27,22,"있잖아 하나도 손에 잡히지가 않아
시간이 정지된 것만 같아
잊으려고 노력할수록 떠올라
있잖아 평범한 하루 하룬 것 같은데
내 모든 게 다 없어져 버렸어
잠시도 잊지를 않아
다시는 절대 내 맘 안 줄래
누구도 다신 사랑 안 할래
다시는 절대 내 맘 안 줄래
누구도 다신 사랑 안 해
바보처럼 하루를 울다가
네 생각에 사진 보다가
바보처럼 하루를 살다가
하루 종일 너만 생각한다
모르겠어 어디서부터가 잘못된 건지
나를 사랑하긴 했던 건지
그냥 익숙해져 그런 건지 몰라
모르겠어 아직 내가 싫어진 건 아닌데
하나도 설레질 않는다면
어떻게 네 맘을 알아
다시는 절대 내 맘 안 줄래
누구도 다신 사랑 안 할래
다시는 절대 내 맘 안 줄래
누구도 다신 사랑 안 해
바보처럼 하루를 울다가
네 생각에 사진 보다가
바보처럼 하루를 살다가
하루 종일 너만 생각한다
그렇게 멀어지는 순간조차도
아쉬움과 미련의 연속이었다
그렇게 떠나가는 시간마저도
잡지 못해 멍하니 눈물 흘린다
잊는다 아무리 다짐해 봐도
어쩔 수가 없는걸
하루에도 몇 번씩 네 생각이 나는
무너져가는 나를 붙잡아 일으켜 세워
다시는 절대 내 맘 안 줄래
누구도 다신 사랑 안 할래
다시는 절대 내 맘 안 줄래
누구도 다신 사랑 안 해
바보처럼 하루를 울다가
네 생각에 사진 보다가
바보처럼 하루를 살다가
하루 종일 너만 생각한다",바보처럼,댄스
Like Crazy (Deep House Remix),지민,36314322,2023.03.26,8698,"She’s saying
Baby, come and follow me
There’s not a bad thing here tonight
Save your reasons all for later
Stay with me a little while
Watch me go
Now I sink down, all alone (away)
Where am I?
A dark haze clouding up my eyes
I can hear the voices listening
Don’t know who they are
Trying to take the pressure off
Been reaching for the stars
Tell me will I find myself again
When I go too far?
Yeah I know
You know
I know
I’d rather be
Lost in the lights
Lost in the lights
I’m outta my mind
Can you help me numb the pain?
Each night
You spin me up high
Emotions on ice
Let me have a taste
Give me a good ride
(Oh I’m fallin’)
It’s gon’ be a good night
(Oh I’m fallin’)
Forever you and I
All my reflections, I
Can’t even recognize
I’m feelin’ so alive, wasting time
I’d rather be
Lost in the lights
Lost in the lights
I’m outta my mind
Can you help me numb the pain?
Each night
You spin me up high
Emotions on ice
Let me have a taste
Give me a good ride
(Oh I’m fallin’)
It’s gon’ be a good night
(Oh I’m fallin’)
Forever you and I
This will break me
This is gonna break me
No don’t you wake me
I wanna stay in this dream, don’t save me
Don’t you try to save me
I need a way we
I need a way we can dream on",Like Crazy (Remixes),댄스
밤이 무서워요 (Lonely Night),주주 시크릿,36312416,2023.03.25,30838,"지워도 외우고 있는 번호와
눈 감아도 선명한 그 얼굴을
잊을 수 있게 없어질 수 있게 해줘
나쁜 사람이 되고 싶었는데
생각보다 난 독하지 못해
오늘도 이래 어젯밤처럼 이래
내 맘이 맘이 맘이 맘이 맘대로
약속을 어기고 자꾸 그댈 찾아
고장 난 인형처럼 왜 멈추질 못해
이 밤이 밤이 밤이 밤이 무서워
기어코 추억을 다시 그리는 나
내일 후회할 텐데, 부어있을 텐데
나 같은 애는 나도 이해 안 돼
생각보다 난 그댈 못 잊어
내가 질리게 내가 미워하게
그대가 완전히 나쁜 사람이 되어 줘요
내 맘이 맘이 맘이 맘이 맘대로
약속을 어기고 자꾸 그댈 찾아
고장 난 인형처럼 왜 멈추질 못해
이 밤이 밤이 밤이 밤이 무서워
기어코 추억을 다시 그리는 나
내일 후회할 텐데, 부어있을 텐데
어려운 말은 그만 해요
내가 기대할 수 없게 해요
그대 앞에선 난 단순해져
배려하지마
밤이 밤이 이 밤이 밤이 (무서워)
맘이 맘이 이 맘이 맘이 (맘대로)
밤이 밤이 이 밤이 밤이 (무서워)
맘이 맘이 이 맘이 맘이
이 밤이 밤이 밤이 밤이 무서워
누군가 내 마음에 불을 켜줘요
그대가 아니라면 더욱 좋을 것 같아",밤이 무서워요 (Lonely Night),댄스
